1141.27600098,552.983886719,1155.80627441,554.173339844,1150.87023926,614.470581055,1136.33996582,613.28112793 20
1169.54418945,538.607421875,1184.7980957,539.677978516,1180.69165039,598.189208984,1165.43774414,597.118652344 3D
1196.76452637,524.757202148,1191.87463379,607.936889648,1205.69689941,608.749511719,1210.58679199,525.569824219 250
1223.36816406,508.415649414,1216.22216797,617.578979492,1239.18994141,619.082519531,1246.3359375,509.919189453 点读书
1248.37426758,496.127685547,1244.55932617,599.646728516,1266.30932617,600.448242188,1270.12426758,496.929199219 有支架
375.645233154,6.73323249817,616.332275391,0.476181030273,617.941162109,62.3637542725,377.254119873,68.620803833 去皱精华
211.780166626,66.8572387695,275.914245605,66.3514404297,276.44934082,134.20489502,212.315292358,134.710693359 33
57.2669372559,598.171203613,131.702850342,594.261169434,133.986968994,637.743713379,59.5510559082,641.653747559 ME
1106.8885498,102.853340149,1107.51574707,157.367141724,1119.0970459,157.233917236,1118.46984863,102.720108032 1250
1137.60388184,119.551277161,1157.61218262,119.310836792,1158.06774902,157.21685791,1138.05944824,157.457290649 冠君
1169.22973633,114.314430237,1169.24267578,145.692901611,1180.81616211,145.688171387,1180.80322266,114.309692383 one
1199.4375,103.8723526,1200.42797852,174.151351929,1214.11401367,173.958465576,1213.12353516,103.679458618 ACURA
743.952392578,142.755523682,769.6328125,356.718994141,793.295410156,353.878967285,767.614990234,139.915496826 业余美术学校
769.314819336,136.047805786,812.404418945,491.766265869,827.037109375,489.993774414,783.947509766,134.275299072 toocooltorschool
787.225891113,327.637756348,737.340515137,543.643432617,792.703796387,556.429321289,842.589172363,340.42364502 8年老店
827.09576416,317.074157715,723.81451416,814.144836426,790.400817871,827.980163574,893.682067871,330.909484863 10000毫安充电宝
391.387023926,79.9254302979,544.058227539,80.6609344482,543.821289062,129.838287354,391.150115967,129.102783203 来自原厂
11.8168411255,26.3360080719,208.500854492,24.7596282959,209.374023438,133.702011108,12.689994812,135.278396606 小时
131.128555298,598.876586914,158.358016968,596.05859375,167.267807007,682.149902344,140.038345337,684.967895508 F2
190.400726318,598.725463867,201.295013428,799.133789062,254.895568848,796.220092773,244.001281738,595.811767578 再不出手
812.90435791,144.905990601,873.157043457,148.512893677,871.24395752,180.470352173,810.991271973,176.863449097 稳定
685.024414062,13.517780304,826.325805664,10.4229202271,827.639404297,70.3974914551,686.338012695,73.4923477173 若泉?
269.474243164,3.7874147892,371.982910156,1.73782348633,373.54486084,79.8578109741,271.036193848,81.9074020386 89
16.2769546509,662.137573242,22.6265716553,738.869384766,44.3848114014,737.068847656,38.035194397,660.337036133 送运费险
39.0945053101,660.64239502,51.5340118408,771.024963379,72.1219711304,768.704772949,59.6824645996,658.32220459 丑橘正品代购
895.91998291,75.1432037354,918.857727051,70.4443664551,933.317932129,141.033096313,910.380187988,145.731933594 包邮
930.593383789,75.4061279297,956.010498047,71.0204467773,967.561523438,137.964263916,942.14440918,142.349945068 促销
198.274383545,12.5169906616,200.253540039,94.4268417358,221.859466553,93.9047927856,219.880310059,11.9949417114 小猪佩奇
224.145584106,9.03007125854,223.042556763,53.8333206177,234.360397339,54.11195755,235.463424683,9.30870819092 Frog
954.075561523,18.5119400024,1012.30480957,60.0598144531,993.36730957,86.6006622314,935.138061523,45.0527877808 镜面
798.423950195,242.377563477,778.774780273,405.463806152,756.896728516,399.688415527,820.302001953,248.152954102 530ml
849.077697754,226.813964844,808.613586426,394.863647461,837.592224121,401.841308594,878.056335449,233.791625977 双鹿电池
518.607177734,83.3276977539,604.576171875,81.5137634277,605.559936523,128.135192871,519.590942383,129.949127197 4.7
3.08390569687,70.6388244629,6.12151622772,249.489639282,14.6049804688,249.345550537,11.5673704147,70.4947357178 CUTTINGTOOLS
30.7827949524,147.659332275,44.9714317322,147.4347229,45.5882301331,186.398864746,31.3995933533,186.623474121 直插
79.2304992676,676.507568359,175.684631348,683.389770508,173.259643555,717.376220703,76.805519104,710.494018555 Baby
1024.24157715,17.3710327148,1051.99719238,116.71836853,1070.53601074,111.538986206,1042.78039551,12.1916503906 小王子
1046.0736084,14.4025230408,1132.45837402,315.488677979,1142.68493652,312.554595947,1056.3001709,11.4684448242 COCOPURPLE
