1208.58483887,523.668212891,1189.49645996,695.225585938,1220.91784668,698.721679688,1240.00622559,527.164306641 放心商家
1240.22119141,513.95715332,1221.31787109,985.119262695,1240.28833008,985.880371094,1259.19165039,514.718261719 CaslulinEuteelie
419.416778564,23.1667194366,497.563568115,22.5128326416,498.390411377,121.332748413,420.243621826,121.986633301 世界
509.738861084,19.1567802429,591.682128906,17.7793502808,593.31640625,115.005096436,511.373138428,116.382530212 万元
154.589157104,9.39633750916,366.744506836,7.1999206543,367.985839844,127.101005554,155.830490112,129.297424316 完美
64.1892166138,583.307067871,78.7591934204,702.270690918,107.754005432,698.719543457,93.1840286255,579.75592041 畅销品
113.118911743,575.852905273,131.711532593,573.844482422,138.723083496,638.752319336,120.130462646,640.760742188 LO
1033.6607666,146.795654297,1034.50866699,239.394897461,1058.79724121,239.172485352,1057.94934082,146.573242188 优质材料
1061.01220703,143.643157959,1074.70947266,143.502288818,1075.08813477,180.318450928,1061.39086914,180.459320068 ES
1089.42907715,145.737716675,1090.50720215,240.476699829,1115.82775879,240.188522339,1114.74963379,145.449539185 楚城电子
1117.90673828,146.761169434,1119.08520508,243.635162354,1144.37036133,243.327575684,1143.19189453,146.453582764 羊绒护腰
1146.29223633,145.716125488,1147.53222656,241.531890869,1172.84545898,241.204284668,1171.60546875,145.388519287 煜鹏电子
1175.65429688,146.7371521,1175.69287109,240.150085449,1200.9777832,240.139648438,1200.93920898,146.726715088 售后无忧
1037.2401123,-0.748191833496,1159.8079834,6.97842407227,1156.95715332,52.1998596191,1034.38928223,44.4732437134 RoHS
800.104675293,336.482513428,776.660461426,474.151275635,820.428039551,481.604644775,843.872253418,343.935882568 ·音悦台
862.439941406,298.138122559,825.301879883,462.399414062,842.352661133,466.254455566,879.490722656,301.993164062 SPORTS
692.963317871,22.0144901276,729.530944824,21.225730896,730.773864746,78.8510131836,694.206237793,79.6397705078 10
776.58215332,23.8063640594,779.08581543,127.072677612,806.338134766,126.411956787,803.834472656,23.1456451416 ELS
59.6631240845,48.2401008606,60.3981399536,98.9171600342,77.6016769409,98.6676483154,76.8666610718,47.9905853271 0.5
93.1945724487,49.9699554443,112.432395935,49.7190093994,113.043769836,96.5862426758,93.8059463501,96.8371887207 MY
97.6407012939,602.104614258,178.842910767,600.228271484,179.464553833,627.132202148,98.2623443604,629.008544922 5双装
1160.94238281,218.074386597,1163.07739258,387.214935303,1180.03076172,387.000915527,1177.89575195,217.86038208 life
1202.68701172,262.242614746,1220.67700195,261.995239258,1221.87084961,348.815673828,1203.88085938,349.063049316 29
1242.70849609,223.284042358,1243.79614258,424.225067139,1276.52075195,424.047912598,1275.43310547,223.106903076 松睿轴呆
981.289794922,51.4580764771,1069.14013672,52.3299026489,1068.88330078,78.2192764282,981.032958984,77.3474502563 LOTNo.
1098.53881836,505.325500488,1099.19384766,594.257385254,1077.23388672,588.642028809,1120.4987793,510.940856934 CAO·
1128.27990723,489.822509766,1113.08044434,587.85534668,1130.25061035,590.517456055,1145.45007324,492.484619141 Music
498.572418213,30.1328430176,526.66784668,95.7674255371,499.230255127,96.0412979126,526.010009766,29.8589706421 主营：
548.060791016,27.6102085114,591.728881836,88.2930831909,548.89855957,88.8787155151,590.891113281,27.0245742798 规格：
134.254684448,9.09885406494,168.228591919,8.00157165527,170.984725952,93.3370513916,137.010818481,94.4343338013 10
217.195648193,4.8337020874,218.185180664,134.524368286,252.690551758,134.261077881,251.701019287,4.57041931152 821
65.0785675049,677.705383301,80.2369689941,798.333190918,106.080856323,795.085632324,90.922454834,674.457824707 联盛焊材
85.9512023926,648.079406738,108.032684326,824.071960449,134.500152588,820.751159668,112.418670654,644.758605957 四季利民超市
69.2956848145,41.5155448914,71.910446167,254.256332397,113.012908936,253.751144409,110.398147583,41.0103607178 T形6角套筒
113.62701416,70.9836425781,112.048034668,181.65788269,153.507995605,182.249389648,155.086975098,71.5751495361 迎运来
